heartRate,oxygen,activity,label
93.3,96.2,15.0,0
95.4,96.6,28.7,0
93.5,96.3,23.1,0
95.7,95.7,25.9,0
93.9,95.9,11.8,0
94.7,97.3,72.3,1
91.6,98.2,72.5,1
94.1,97.0,74.7,1
99.3,98.6,67.4,1
95.1,97.0,80.6,1
96.5,97.2,76.0,1
95.0,98.3,78.3,1
97.3,96.1,75.3,1
100.2,98.1,66.3,1
95.5,96.8,84.1,1
96.6,97.0,75.7,1
91.0,96.9,75.7,1
97.9,96.4,73.6,1
98.3,96.6,76.6,1
96.5,98.2,74.3,1
96.0,97.8,68.8,1
96.0,97.1,74.7,1
98.2,97.6,71.7,1
96.8,98.0,71.2,1
96.9,97.2,75.1,1
93.4,97.9,71.5,1
98.7,96.9,72.2,1
99.1,97.7,76.4,1
98.3,97.0,75.3,1
95.5,97.6,71.8,1
99.8,97.0,75.4,1
98.4,97.1,73.8,1
96.9,97.6,71.9,1
96.8,97.1,79.5,1
96.9,98.0,74.4,1
96.6,97.0,68.6,1
95.1,96.8,80.8,1
97.2,96.8,81.3,1
100.4,97.6,70.8,1
96.3,97.9,76.3,1
96.8,97.3,80.1,1
96.3,97.1,79.7,1
95.1,96.9,69.5,1
95.6,96.6,77.4,1
96.9,96.6,75.3,1
95.3,97.1,80.6,1
97.5,96.8,76.8,1
93.7,97.1,90.5,1
97.5,96.8,78.6,1
101.1,97.3,64.1,1
99.0,98.1,78.0,1
95.6,96.9,68.5,1
100.4,96.3,75.2,1
96.3,96.5,82.3,1
98.3,96.4,69.1,1
94.4,96.1,75.4,1
100.1,96.4,82.6,1
96.8,96.5,69.4,1
100.2,97.7,65.9,1
97.6,97.3,67.5,1
99.5,97.2,75.1,1
99.5,97.5,84.4,1
98.3,96.3,70.1,1
100.5,95.9,73.4,1
98.8,96.3,76.0,1
103.7,96.5,72.4,1
100.7,96.6,81.8,1
99.0,96.4,65.7,1
95.5,95.5,76.5,1
96.1,97.1,74.7,1
98.4,96.0,77.6,1
97.3,95.9,80.5,1
99.7,96.3,77.7,1
99.0,96.6,70.4,1
103.2,96.1,82.2,1
98.7,96.7,78.1,1
101.4,95.9,79.8,1
102.9,96.2,74.6,1
98.2,96.1,82.9,1
97.3,95.8,82.4,1
100.6,97.3,72.1,1
99.7,95.9,75.0,1
95.9,96.6,75.9,1
99.4,96.0,69.8,1
101.0,95.6,76.8,1
103.8,96.9,66.7,1
98.6,96.3,73.9,1
96.9,96.3,74.2,1
103.6,96.0,80.0,1
97.3,95.6,77.8,1
102.0,95.6,74.3,1
97.1,96.0,78.3,1
99.1,95.9,68.5,1
98.7,96.9,74.5,1
98.0,95.8,66.1,1
98.1,96.7,73.4,1
103.9,95.9,73.9,1
101.5,94.6,75.1,1
100.1,96.7,78.8,1
98.0,96.5,72.7,1
98.5,96.0,73.0,1
103.5,96.0,75.0,1
102.2,96.4,77.9,1
103.3,96.1,74.8,1
103.0,95.8,74.1,1
63.8,99.1,27.4,0
63.2,99.0,28.8,0
63.7,99.4,34.0,0
66.4,98.8,31.3,0
64.7,98.3,30.9,0
64.8,100.0,34.8,0
66.0,99.0,28.3,0
62.6,98.0,23.1,0
64.5,97.9,24.8,0
64.1,98.8,24.2,0
63.9,99.8,30.8,0
63.5,98.9,27.3,0
63.1,98.5,32.5,0
63.8,98.3,27.2,0
64.9,97.9,27.3,0
66.4,99.1,38.6,0
67.2,99.6,41.4,0
66.2,99.0,32.3,0
63.6,98.9,24.2,0
65.5,98.6,24.0,0
65.6,98.8,17.8,0
61.8,98.3,23.0,0
65.6,99.0,32.7,0
66.3,99.4,30.5,0
65.2,99.4,32.0,0
65.6,99.5,15.7,0
64.2,98.7,33.2,0
68.0,98.1,34.5,0
62.5,98.3,26.2,0
64.2,98.1,30.6,0
66.2,99.4,25.2,0
64.8,98.8,35.8,0
59.2,98.4,27.4,0
62.8,98.7,26.7,0
63.6,98.9,30.5,0
64.5,98.6,26.5,0
65.0,98.0,29.7,0
64.1,99.5,30.3,0
67.3,98.3,25.5,0
62.5,98.5,33.6,0
68.0,98.3,25.0,0
64.9,99.1,18.5,0
61.8,99.1,17.6,0
64.2,98.9,29.4,0
64.8,98.6,31.5,0
65.7,98.5,27.5,0
65.9,99.7,31.2,0
67.6,98.5,24.7,0
64.7,98.7,22.3,0
67.7,99.2,25.8,0
66.5,98.9,30.9,0
62.5,98.7,27.0,0
66.4,98.5,14.8,0
63.0,98.8,27.6,0
68.6,99.1,27.7,0
65.2,99.3,24.3,0
65.0,98.2,34.4,0
66.1,98.4,26.7,0
66.3,98.7,24.6,0
64.0,98.9,25.5,0
64.4,98.1,27.6,0
65.0,98.6,28.2,0
66.8,99.1,30.0,0
64.9,98.5,22.0,0
64.2,98.8,23.3,0
65.6,98.3,18.9,0
67.0,98.5,23.0,0
63.2,99.0,34.1,0
64.6,98.6,32.6,0
61.8,99.7,39.4,0
60.0,98.7,23.6,0
64.9,98.5,31.3,0
65.3,98.3,26.3,0
66.5,98.1,19.0,0
69.5,98.4,26.5,0
64.7,99.0,36.0,0
66.7,98.0,20.2,0
64.7,98.6,18.6,0
67.2,98.2,34.6,0
69.2,98.6,29.3,0
63.1,99.0,24.7,0
63.4,98.6,24.8,0
65.0,99.2,23.2,0
69.1,98.1,35.2,0
63.6,98.7,24.7,0
65.0,99.1,34.6,0
68.1,98.5,28.0,0
64.1,98.2,21.4,0
64.8,98.8,17.6,0
65.6,99.5,32.7,0
64.6,98.0,29.4,0
61.1,99.2,26.0,0
69.4,97.8,31.7,0
65.6,98.5,20.2,0
67.0,99.0,36.0,0
67.8,98.4,22.1,0
63.1,99.4,23.2,0
68.8,98.9,28.7,0
65.2,99.0,27.0,0
65.1,99.0,26.3,0
76.4,95.3,33.7,1
72.8,95.5,33.8,1
72.1,95.8,35.3,1
77.0,94.1,38.1,1
77.6,94.8,34.1,1
71.1,95.4,31.6,1
73.3,94.2,43.2,1
75.8,94.8,29.6,1
76.6,94.6,29.8,1
70.0,94.5,28.0,1
72.3,95.2,33.4,1
74.3,94.4,35.5,1
77.5,94.6,37.1,1
70.5,95.5,32.7,1
75.8,94.7,38.1,1
75.0,94.5,40.5,1
72.2,95.1,33.0,1
74.4,94.5,35.2,1
71.6,94.9,35.1,1
72.7,94.7,35.5,1
72.6,94.7,29.8,1
78.5,95.3,36.1,1
76.2,93.7,22.0,1
73.1,94.0,33.5,1
74.3,95.2,29.0,1
74.7,94.7,36.4,1
72.9,95.4,34.1,1
77.5,94.3,38.3,1
73.9,94.5,37.7,1
73.4,93.4,19.1,1
76.6,95.3,43.9,1
74.0,94.0,32.3,1
74.1,94.2,42.6,1
78.6,94.9,34.2,1
71.5,95.4,34.6,1
73.6,94.9,31.3,1
74.5,93.9,39.6,1
74.0,95.2,33.1,1
73.9,94.0,37.9,1
72.5,94.4,34.1,1
74.5,93.8,32.9,1
75.9,94.4,32.9,1
74.6,94.6,28.8,1
74.2,95.1,28.6,1
73.6,93.9,38.6,1
74.2,94.2,34.3,1
72.0,94.1,26.5,1
72.3,95.3,30.1,1
75.4,94.2,37.5,1
72.4,94.6,33.9,1
79.1,94.9,30.6,1
75.9,95.6,25.4,1
72.8,94.4,31.4,1
73.9,93.9,40.5,1
71.7,94.5,38.7,1
74.5,94.1,26.7,1
74.1,94.2,34.4,1
71.8,94.9,33.9,1
75.0,95.3,31.1,1
73.2,94.3,32.3,1
74.5,94.1,23.1,1
73.6,94.7,33.9,1
77.1,95.5,36.9,1
77.5,94.9,41.6,1
78.5,95.0,36.6,1
74.4,94.5,31.3,1
76.1,94.1,32.0,1
70.1,95.3,31.8,1
75.8,95.2,34.4,1
77.8,93.9,44.8,1
77.1,94.6,39.9,1
72.6,94.3,40.0,1
71.2,94.7,35.4,1
78.9,93.7,40.7,1
73.9,94.2,26.5,1
72.9,94.6,27.0,1
76.5,94.1,26.5,1
74.0,94.6,31.1,1
75.2,94.8,37.9,1
74.5,93.9,32.8,1
76.1,93.7,28.0,1
73.7,94.3,28.6,1
76.6,93.6,24.4,1
74.5,94.3,25.0,1
74.0,94.2,30.3,1
75.6,94.1,39.6,1
76.3,94.0,32.6,1
75.5,95.0,29.1,1
76.9,94.4,39.5,1
77.9,94.5,30.7,1
76.4,94.3,40.4,1
75.5,94.2,29.7,1
73.0,94.6,27.8,1
77.6,93.7,32.5,1
77.8,93.3,41.9,1
74.6,94.4,34.7,1
77.0,94.5,36.7,1
76.6,95.2,34.3,1
79.5,94.8,22.6,1
80.8,94.0,39.1,1
86.9,95.3,70.4,0
85.9,96.5,75.6,0
84.3,96.4,76.7,0
80.5,96.7,69.1,0
83.2,96.6,77.0,0
87.1,96.4,75.2,0
86.7,96.4,67.4,0
83.7,96.8,70.6,0
82.9,95.6,75.0,0
83.9,96.6,77.0,0
82.3,96.4,70.0,0
85.7,97.1,64.2,0
86.1,97.0,69.9,0
84.7,96.6,72.6,0
86.1,96.7,66.0,0
86.9,97.0,71.8,0
81.9,96.4,71.9,0
82.6,96.3,63.9,0
86.1,96.5,62.7,0
85.6,96.4,73.5,0
84.1,96.1,67.1,0
83.8,96.5,71.7,0
84.5,96.2,69.2,0
89.9,96.1,68.1,0
91.4,96.7,64.0,0
86.5,96.0,75.5,0
84.4,96.2,79.0,0
85.9,97.0,73.1,0
83.9,96.8,77.0,0
85.1,97.4,75.2,0
85.2,96.6,71.7,0
82.3,96.4,72.1,0
83.9,96.6,71.1,0
86.3,96.8,71.8,0
82.0,97.4,70.3,0
84.6,96.3,68.6,0
87.8,97.2,73.2,0
84.5,96.8,71.4,0
84.3,96.7,68.8,0
85.2,96.6,74.1,0
83.5,96.8,66.5,0
83.5,96.2,65.7,0
86.7,96.0,67.6,0
87.2,96.2,70.1,0
82.6,96.9,75.3,0
86.1,96.8,71.4,0
83.6,96.1,77.5,0
86.2,96.2,71.3,0
84.0,95.9,72.0,0
83.8,96.0,63.7,0
81.5,96.3,70.7,0
82.9,96.8,70.8,0
85.8,96.4,67.2,0
84.8,95.9,73.8,0
82.7,97.0,69.4,0
86.7,96.0,67.8,0
85.3,97.1,79.5,0
84.6,97.4,69.7,0
86.7,96.1,73.3,0
79.9,96.0,73.5,0
81.9,96.7,75.7,0
83.5,96.1,68.8,0
82.6,96.5,71.7,0
83.9,97.4,67.6,0
87.3,96.0,71.6,0
86.9,97.1,69.1,0
85.6,96.8,68.5,0
85.7,97.5,73.6,0
85.6,96.9,63.9,0
85.4,96.0,68.3,0
88.8,96.4,67.5,0
86.7,96.1,69.0,0
86.9,96.6,63.4,0
85.5,96.4,79.0,0
83.2,97.1,80.1,0
82.7,96.5,73.2,0
82.7,96.7,70.2,0
83.9,96.6,71.6,0
84.7,96.3,68.5,0
84.1,96.5,69.1,0
85.0,95.7,67.6,0
83.8,96.1,79.5,0
84.4,96.7,68.9,0
84.3,96.0,70.5,0
82.5,96.4,58.5,0
82.1,97.3,75.5,0
87.0,97.3,74.7,0
83.4,96.1,77.1,0
84.4,97.8,69.5,0
88.2,96.5,78.0,0
87.7,96.1,68.9,0
82.2,96.0,74.7,0
83.9,96.6,74.2,0
80.5,97.2,69.6,0
85.3,96.9,78.2,0
84.0,95.5,71.7,0
84.6,96.1,72.1,0
83.5,95.9,74.8,0
83.1,96.4,69.1,0
86.7,96.6,71.8,0
85.1,95.4,29.6,0
84.7,94.6,26.5,0
86.4,95.5,29.3,0
87.1,95.3,38.7,0
86.6,95.8,34.3,0
84.1,95.4,27.1,0
86.7,95.1,35.2,0
84.3,95.5,36.1,0
88.8,95.1,33.3,0
87.4,96.2,25.8,0
85.2,96.9,31.9,0
83.3,95.2,19.4,0
87.5,95.9,28.7,0
86.1,95.9,24.5,0
84.4,95.3,29.5,0
86.5,94.8,34.3,0
86.8,95.7,34.2,0
87.5,94.7,35.7,0
86.5,95.4,38.4,0
85.7,96.1,40.4,0
88.7,95.0,22.3,0
89.4,95.5,29.5,0
89.6,95.0,31.1,0
88.3,94.9,32.6,0
89.4,95.5,39.4,0
89.5,95.4,21.5,0
85.1,95.8,25.4,0
86.7,95.6,40.5,0
86.2,95.1,32.9,0
88.0,95.4,38.4,0
85.8,95.5,35.4,0
86.6,95.8,33.9,0
89.0,95.5,35.0,0
86.1,95.1,39.3,0
88.7,94.9,34.1,0
82.7,95.1,37.9,0
87.2,95.5,18.1,0
86.7,95.6,35.5,0
89.4,95.3,32.3,0
84.8,95.3,26.8,0
83.8,94.9,40.7,0
87.0,95.5,30.6,0
84.0,95.9,22.3,0
86.5,95.4,34.3,0
86.1,94.5,29.1,0
86.1,95.0,38.0,0
85.2,95.5,33.9,0
89.6,95.3,37.1,0
87.3,95.6,25.6,0
82.4,95.6,35.3,0
88.6,95.1,40.5,0
86.8,95.6,36.1,0
91.2,95.2,29.8,0
84.7,96.2,35.2,0
88.7,96.9,34.7,0
85.2,95.3,28.2,0
87.0,95.2,30.1,0
85.0,96.2,34.6,0
87.4,95.8,35.4,0
88.4,95.7,33.7,0
89.2,95.7,33.9,0
87.4,96.1,30.7,0
88.7,95.6,30.0,0
86.3,95.2,30.6,0
85.0,95.0,34.4,0
90.5,95.6,20.0,0
89.2,95.1,35.3,0
87.9,95.3,32.5,0
87.9,96.0,32.9,0
90.2,95.8,36.4,0
84.5,95.9,30.7,0
89.5,94.9,27.1,0
92.0,94.9,38.7,0
88.3,95.1,32.8,0
85.5,95.3,27.6,0
87.3,95.8,34.3,0
85.2,95.8,33.0,0
87.1,95.7,32.2,0
85.8,96.3,32.9,0
88.0,95.1,38.9,0
87.1,94.6,29.6,0
90.9,95.7,31.7,0
91.0,95.7,31.6,0
87.9,95.5,28.8,0
88.3,95.5,24.5,0
87.9,95.2,38.1,0
84.6,95.1,30.6,0
90.2,95.3,41.9,0
89.7,95.1,34.2,0
87.6,95.7,26.3,0
86.7,95.5,39.1,0
84.0,96.0,32.2,0
84.6,93.8,25.3,0
88.4,95.3,36.1,0
87.3,94.7,30.9,0
88.5,95.4,29.0,0
90.3,95.0,28.6,0
87.4,95.8,32.3,0
87.1,95.8,43.6,0
88.9,95.9,38.1,0
60.8,94.3,48.6,1
62.6,94.6,40.6,1
60.1,93.8,51.1,1
62.6,94.7,45.9,1
62.2,94.3,44.1,1
63.2,94.9,54.5,1
60.5,95.1,47.3,1
63.1,94.2,48.6,1
56.9,94.3,50.1,1
61.0,95.3,43.8,1
60.7,94.0,46.8,1
63.9,95.2,46.0,1
60.5,93.8,56.0,1
64.2,94.3,42.5,1
59.3,94.4,52.1,1
57.9,94.2,57.4,1
61.6,95.1,52.6,1
59.9,94.2,48.6,1
60.2,93.8,56.8,1
60.1,94.8,47.0,1
62.1,94.5,46.2,1
63.3,93.2,51.3,1
57.2,94.1,53.3,1
63.5,93.5,43.2,1
60.9,94.3,38.8,1
62.2,94.3,47.5,1
63.4,94.2,46.2,1
58.5,94.2,44.1,1
61.2,94.3,55.9,1
62.3,94.3,41.5,1
62.9,94.0,54.9,1
61.4,93.9,54.0,1
62.3,93.5,61.4,1
60.3,94.0,50.3,1
63.1,93.9,47.6,1
62.1,93.4,59.3,1
62.1,94.2,46.8,1
61.9,93.7,40.7,1
62.3,93.7,54.2,1
60.3,93.6,43.8,1
65.6,93.4,51.1,1
64.7,93.8,41.4,1
60.0,94.2,41.9,1
63.6,93.8,50.1,1
63.8,93.3,43.2,1
64.3,93.4,34.3,1
64.2,93.2,50.4,1
65.7,93.7,53.0,1
63.2,94.5,42.6,1
62.9,94.0,47.0,1
65.3,93.4,58.2,1
67.3,93.8,50.6,1
65.4,93.0,41.2,1
65.6,93.7,46.6,1
63.1,92.4,46.7,1
61.6,94.0,52.6,1
64.3,93.7,40.1,1
64.4,93.8,53.8,1
67.4,92.6,45.6,1
61.8,93.6,47.5,1
62.8,94.0,41.9,1
61.2,92.9,45.6,1
60.9,93.4,46.5,1
61.8,93.8,47.0,1
65.5,93.3,47.1,1
62.3,93.3,50.8,1
62.6,93.6,43.1,1
65.0,93.0,51.4,1
63.6,94.1,41.3,1
60.6,93.0,40.1,1
60.8,93.6,47.0,1
62.6,93.0,44.0,1
66.9,92.8,40.3,1
65.2,93.1,57.1,1
62.6,93.6,52.3,1
62.7,92.8,50.5,1
64.9,92.4,41.1,1
58.7,93.4,45.4,1
63.5,92.3,41.2,1
62.9,92.7,47.2,1
65.0,94.2,46.5,1
66.1,92.6,38.2,1
63.2,92.2,46.6,1
62.4,92.0,55.1,1
62.9,92.2,50.9,1
62.5,93.5,42.7,1
62.9,93.1,49.3,1
65.6,92.9,48.9,1
65.6,93.0,45.5,1
61.2,93.2,46.4,1
63.3,93.5,39.0,1
67.4,92.8,47.7,1
63.4,92.0,45.4,1
64.9,93.1,45.0,1
59.9,92.0,56.3,1
62.1,93.5,41.3,1
63.9,93.1,41.8,1
67.5,92.8,48.2,1
63.8,93.0,53.7,1
64.1,93.5,42.7,1
84.0,96.7,24.2,1
83.5,96.5,25.2,1
82.5,98.0,17.4,1
82.6,96.4,34.6,1
81.2,96.9,25.7,1
84.5,97.3,30.5,1
83.0,96.7,15.0,1
84.1,96.2,23.4,1
80.6,96.8,15.8,1
84.3,96.0,20.0,1
86.4,96.9,30.0,1
87.2,96.2,31.7,1
81.2,96.9,21.7,1
82.3,96.9,28.9,1
86.0,96.6,24.8,1
85.3,96.7,26.8,1
84.7,96.9,15.9,1
84.0,95.8,25.4,1
87.6,96.3,24.7,1
85.9,95.4,21.4,1
85.1,95.0,19.1,1
86.6,97.0,25.8,1
86.2,96.6,26.7,1
83.9,96.5,20.7,1
87.1,97.2,30.7,1
83.8,95.9,30.2,1
85.7,96.6,20.6,1
85.5,95.8,26.9,1
87.4,97.2,27.3,1
81.9,96.5,34.4,1
83.0,96.3,30.7,1
86.0,97.6,20.0,1
82.8,96.9,17.6,1
84.5,96.3,28.8,1
86.1,96.5,21.6,1
87.3,98.3,27.0,1
85.2,95.6,20.3,1
84.6,96.0,23.4,1
88.6,96.9,22.7,1
82.6,96.9,23.2,1
81.6,96.6,28.5,1
80.3,95.8,22.8,1
86.6,96.0,19.2,1
86.7,96.0,26.0,1
83.0,95.5,27.1,1
85.8,96.6,20.6,1
83.7,96.9,15.6,1
87.8,96.8,27.5,1
84.0,95.7,22.1,1
82.8,95.7,26.4,1
86.7,95.6,26.5,1
86.4,96.9,25.9,1
87.6,96.3,28.0,1
83.0,96.0,22.8,1
85.1,96.3,26.2,1
86.4,96.0,19.3,1
87.8,96.2,17.8,1
85.3,95.2,23.1,1
85.3,95.7,30.8,1
83.4,96.4,33.8,1
87.9,96.0,17.2,1
83.1,95.8,19.4,1
84.4,95.8,22.3,1
86.9,95.4,19.3,1
85.6,95.9,31.9,1
86.4,95.1,24.8,1
87.1,95.9,16.6,1
89.6,95.4,25.9,1
86.5,96.2,31.1,1
87.2,95.6,28.1,1
84.9,96.0,16.1,1
84.1,95.9,24.4,1
82.8,96.1,18.4,1
88.8,95.7,16.8,1
86.4,95.4,28.8,1
86.3,95.8,25.4,1
84.3,95.2,24.4,1
84.2,95.3,26.5,1
87.5,95.2,19.2,1
84.7,96.7,26.8,1
85.7,96.1,15.5,1
85.2,95.8,24.5,1
86.4,95.9,22.6,1
86.3,95.6,20.0,1
87.1,95.9,23.1,1
84.3,95.2,24.1,1
89.6,95.8,20.0,1
87.2,95.1,28.6,1
87.1,95.4,21.2,1
85.8,96.3,21.0,1
87.2,96.0,18.3,1
87.3,95.8,14.2,1
87.4,95.6,22.6,1
87.0,95.8,28.6,1
84.6,95.5,25.2,1
88.0,95.8,35.6,1
88.3,96.2,20.3,1
85.1,95.4,25.3,1
87.9,95.8,20.7,1
86.4,95.5,25.3,1
91.1,97.6,35.5,1
90.2,97.5,31.1,1
91.0,97.3,37.9,1
90.9,97.8,33.9,1
89.3,97.8,25.3,1
93.4,97.3,32.3,1
89.5,97.6,36.9,1
90.5,97.2,34.5,1
93.1,96.3,42.3,1
93.3,97.8,31.5,1
88.5,97.8,29.3,1
93.3,97.4,33.3,1
90.7,97.9,26.2,1
96.8,98.6,40.2,1
94.9,97.4,37.9,1
92.2,96.7,39.6,1
94.6,97.4,25.9,1
91.2,96.5,36.7,1
89.2,97.6,27.7,1
89.6,97.5,30.3,1
94.2,96.8,28.1,1
87.7,96.3,40.9,1
96.7,97.4,27.7,1
92.0,97.8,29.3,1
93.1,97.4,29.0,1
91.6,97.5,26.9,1
93.6,97.1,32.4,1
95.4,97.3,36.3,1
89.1,97.1,31.8,1
96.6,96.4,31.2,1
95.7,97.0,30.6,1
93.4,97.4,39.5,1
93.7,98.0,29.8,1
91.4,97.2,25.8,1
93.8,97.1,28.2,1
93.9,96.7,35.4,1
92.0,97.9,29.5,1
94.2,97.4,35.2,1
93.2,96.5,36.5,1
92.8,97.7,34.9,1
91.5,96.8,34.7,1
92.4,97.7,30.5,1
95.1,97.5,32.8,1
92.3,97.4,37.3,1
93.0,97.5,31.5,1
93.4,98.1,37.3,1
93.3,97.3,27.7,1
92.9,97.4,35.5,1
94.7,96.7,36.1,1
93.1,96.7,37.8,1
96.2,97.3,34.7,1
94.8,97.9,34.7,1
90.7,98.2,36.4,1
92.3,96.7,33.6,1
92.8,97.3,34.7,1
92.3,96.6,32.9,1
92.4,97.2,24.3,1
93.0,97.5,34.0,1
91.9,96.6,31.0,1
94.6,97.4,28.3,1
94.1,97.9,31.9,1
90.3,97.2,41.1,1
91.0,97.1,29.7,1
93.8,97.2,36.5,1
93.8,97.8,30.2,1
93.0,96.8,21.7,1
94.2,98.1,33.0,1
95.1,96.9,29.5,1
95.7,98.1,38.1,1
95.4,97.1,31.7,1
92.3,96.4,25.0,1
93.9,96.9,23.2,1
93.8,96.9,24.7,1
93.1,96.9,27.5,1
95.8,96.1,20.6,1
93.9,97.1,32.5,1
92.9,96.6,30.4,1
93.1,97.8,28.8,1
93.9,98.3,29.4,1
95.1,97.3,34.0,1
94.6,97.1,30.9,1
92.9,97.2,40.5,1
96.5,97.1,34.6,1
92.4,96.9,35.0,1
97.1,96.6,27.8,1
98.6,97.0,39.3,1
94.6,97.1,28.7,1
96.1,97.6,25.0,1
93.6,97.4,29.5,1
93.3,97.5,35.6,1
93.4,97.0,24.1,1
92.6,97.0,30.2,1
92.4,96.6,24.7,1
95.3,95.9,25.0,1
90.7,97.1,21.0,1
94.5,97.7,38.3,1
90.9,97.1,25.0,1
92.1,96.8,36.1,1
95.7,96.5,33.4,1
90.1,96.5,25.7,1
64.9,96.2,34.8,0
64.3,96.0,36.5,0
63.2,96.9,24.0,0
64.7,95.6,41.6,0
64.4,95.8,28.8,0
65.5,95.9,30.0,0
58.3,96.1,30.8,0
67.4,96.7,29.8,0
66.9,95.5,34.5,0
64.1,95.4,29.8,0
68.1,96.1,38.2,0
63.8,96.5,27.5,0
65.7,96.1,34.0,0
65.7,95.6,35.1,0
68.7,95.7,21.6,0
66.2,95.8,30.1,0
66.3,95.8,29.4,0
65.0,96.7,30.9,0
62.7,95.4,31.5,0
62.9,95.2,33.9,0
66.5,95.8,32.2,0
65.5,96.3,33.8,0
59.9,95.9,33.4,0
64.3,96.0,34.5,0
65.2,96.7,36.4,0
64.8,95.9,16.5,0
64.4,95.3,31.9,0
65.3,96.3,37.8,0
65.0,97.1,32.0,0
62.4,95.7,29.0,0
66.2,95.5,29.3,0
64.6,95.7,34.9,0
66.2,96.5,29.2,0
67.3,95.3,23.9,0
62.5,96.0,36.9,0
63.7,95.7,29.8,0
66.0,95.7,28.2,0
62.2,95.7,36.8,0
65.0,95.6,37.1,0
63.7,96.6,37.9,0
64.9,95.2,42.3,0
65.6,95.8,35.7,0
66.2,96.6,27.6,0
65.4,95.3,34.2,0
64.7,96.1,30.2,0
64.3,95.5,34.9,0
67.7,95.6,33.7,0
65.6,95.9,23.3,0
62.1,95.5,20.2,0
67.5,96.1,30.8,0
60.3,95.0,30.9,0
68.6,95.5,35.3,0
63.7,95.9,37.0,0
63.9,95.5,38.0,0
64.7,96.4,27.5,0
67.4,96.0,33.1,0
64.9,95.6,31.0,0
63.7,96.4,30.0,0
61.6,95.0,22.4,0
65.8,95.3,32.5,0
64.8,95.8,33.2,0
64.8,94.5,29.4,0
65.4,96.7,39.4,0
61.8,95.7,23.2,0
67.5,96.4,32.8,0
64.8,96.5,37.1,0
66.8,96.1,29.3,0
66.0,96.3,30.1,0
63.7,96.4,39.4,0
62.9,95.7,32.8,0
65.4,95.6,40.5,0
65.2,96.1,39.9,0
63.5,95.8,24.8,0
64.0,95.1,34.8,0
65.2,95.7,30.6,0
65.8,95.3,32.1,0
65.7,94.9,34.5,0
60.9,95.8,25.3,0
67.1,95.2,22.8,0
64.5,95.6,23.6,0
65.3,94.8,25.9,0
63.1,96.2,37.6,0
66.4,95.7,19.0,0
65.0,96.5,37.3,0
65.1,95.2,28.5,0
68.0,95.1,25.4,0
66.0,95.6,25.2,0
67.2,96.0,29.2,0
61.8,96.8,31.0,0
66.9,96.2,28.6,0
63.1,96.5,38.5,0
60.3,96.1,30.6,0
62.0,95.9,24.4,0
63.1,95.4,28.7,0
63.9,95.3,39.1,0
65.0,96.7,30.4,0
62.9,96.6,28.3,0
63.6,96.1,25.0,0
65.4,96.1,37.6,0
65.7,96.4,30.7,0
101.4,94.8,47.4,0
95.6,96.2,42.1,0
96.8,96.1,55.2,0
99.0,96.1,52.5,0
98.9,95.3,52.7,0
100.6,96.3,51.4,0
97.0,96.2,49.8,0
98.4,95.7,46.4,0
101.1,95.1,44.8,0
98.7,96.7,55.1,0
96.1,96.5,56.5,0
97.0,94.6,49.4,0
101.6,96.7,45.4,0
102.8,94.8,47.9,0
98.5,96.4,56.3,0
101.2,95.2,54.1,0
100.3,95.0,39.4,0
101.4,95.8,43.3,0
98.9,96.1,49.3,0
96.2,96.8,54.8,0
98.6,95.7,51.5,0
97.1,96.1,43.1,0
99.2,95.3,44.1,0
102.6,95.9,50.7,0
95.3,95.6,52.0,0
99.7,94.8,50.7,0
100.0,96.6,46.4,0
94.8,95.4,44.2,0
100.8,94.6,47.4,0
102.1,95.9,54.1,0
96.0,95.1,56.8,0
99.5,96.0,44.1,0
99.5,95.4,55.6,0
104.7,96.2,46.5,0
94.2,95.1,57.4,0
97.2,95.8,52.9,0
102.2,95.8,47.6,0
99.4,95.6,46.7,0
100.1,96.0,60.3,0
100.1,96.5,44.2,0
100.3,95.6,51.6,0
100.6,96.0,61.6,0
102.1,96.6,53.4,0
102.8,95.3,56.4,0
97.3,95.7,52.4,0
101.7,95.4,47.0,0
99.4,95.9,53.8,0
106.1,96.2,45.9,0
96.6,95.8,44.8,0
100.2,96.2,47.2,0
103.2,95.6,48.9,0
100.5,96.4,55.9,0
100.1,96.5,46.2,0
101.1,96.5,57.1,0
95.9,95.6,53.6,0
93.9,96.3,54.8,0
98.1,95.8,44.1,0
98.2,95.8,46.1,0
97.7,95.9,48.0,0
103.0,95.8,51.2,0
98.1,95.7,40.9,0
96.1,95.4,50.4,0
101.4,95.1,46.7,0
96.5,95.9,54.8,0
98.3,96.0,56.7,0
100.1,95.7,50.2,0
97.5,96.3,52.0,0
96.5,96.1,48.8,0
100.3,96.5,51.8,0
98.6,96.5,45.0,0
96.5,94.5,49.0,0
97.5,96.3,39.5,0
97.9,96.3,44.2,0
100.0,95.8,49.2,0
100.4,96.6,49.8,0
97.5,95.9,52.5,0
97.1,96.0,47.4,0
99.0,95.6,40.1,0
100.2,96.6,40.4,0
99.9,96.6,52.3,0
98.3,95.6,49.7,0
99.7,96.2,48.4,0
97.0,96.3,51.6,0
99.6,96.2,57.7,0
97.9,96.8,45.6,0
101.4,96.7,47.8,0
102.5,96.4,44.9,0
98.4,96.7,53.9,0
97.0,96.1,50.3,0
98.1,97.3,50.4,0
99.0,96.7,47.4,0
101.1,95.3,47.0,0
101.2,96.9,45.4,0
